ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/09/2025;COBERTURA;IMPORTE AFILIADO
44887;heparina sódica;CYCLOPARIN;gel tópico x 60 g;Sidus;$ 26420.93;60%;$ 10568.37
50903;hidrosmina;VENOSMIL;cáps.x 36;Sidus;$ 2899.34;50%;$ 1449.67
18036;hidrosmina;VENOSMIL;cáps.x 60;Sidus;$ 4117.49;50%;$ 2058.75
17568;hierro+fólico,ác.;RUBIRON;comp.rec.x 30;Sidus;$ 13332.33;50%;$ 6666.17
40007;hierro,sulfato;TARDYFERON;comp.rec.x 30;Sidus;$ 9043.28;50%;$ 4521.64
45799;ibuprofeno+clorzoxazona;FLEXINA 600;comp.rec.x 20;Sidus;$ 23205.48;40%;$ 13923.29
37736;latanoprost;LATANOFLAX;50mcg/ml gts.oft.x 2.5ml;Sidus;$ 22353.15;60%;$ 8941.26
53117;levofloxacina;SEPTIBIOTIC;500 mg comp.rec.ran.x 14;Sidus;$ 28574.83;60%;$ 11429.93
38673;levofloxacina;SEPTIBIOTIC;500 mg comp.rec.ran.x 7;Sidus;$ 18308.64;60%;$ 7323.46
41035;levofloxacina;SEPTIBIOTIC;750 mg comp.rec.x 5;Sidus;$ 21072.27;60%;$ 8428.91
51430;lidocaína;INDICAN GEL;5% pote x 20 g;Sidus;$ 19202.37;50%;$ 9601.19
15341;lidocaína;INDICAN;spray x 60 ml;Sidus;$ 13459.9;50%;$ 6729.95
50251;metilfenidato;MFD;10 mg comp.x 30;Sidus;$ 2138.92;50%;$ 1069.46
50252;metilfenidato;MFD;10 mg comp.x 60;Sidus;$ 3945.51;50%;$ 1972.76
50253;metilfenidato;MFD;20 mg comp.x 30;Sidus;$ 3969.37;50%;$ 1984.69
8363;metoclopramida+simeticona+asoc.;FARADIL 200;200 mg grag.x 50;Sidus;$ 8792.59;50%;$ 4396.3
8361;metoclopramida+simeticona+asoc.;FARADIL;comp.x 50;Sidus;$ 8792.59;50%;$ 4396.3
31829;mosapride;VAGANTYL;5 mg comp.rec.x 30;Sidus;$ 10438.17;50%;$ 5219.09
31830;mosapride;VAGANTYL;5 mg comp.rec.x 60;Sidus;$ 18775.64;50%;$ 9387.82
34785;mosapride;VAGANTYL;5 mg/ml gts.x 20 ml;Sidus;$ 10251.08;50%;$ 5125.54
52910;olopatadine;OLORATAN;0.2% sol.oft.x 2.5 ml;Sidus;$ 21749.82;50%;$ 10874.91
52344;paracetamol+ibuprofeno;DUOMAX;comp.x 10;Sidus;$ 8008.27;40%;$ 4804.96
52345;paracetamol+ibuprofeno;DUOMAX;comp.x 20;Sidus;$ 14702.05;40%;$ 8821.23
8367;piroxicam+carisoprodol;FLEXICAMIN;comp.x 20;Sidus;$ 8548.47;50%;$ 4274.24
50335;piroxicam+carisoprodol+asoc.;FLEXICAMIN B12;comp.x 10;Sidus;$ 16822.57;50%;$ 8411.29
8369;piroxicam+carisoprodol+asoc.;FLEXICAMIN B12;comp.x 20;Sidus;$ 31923.08;50%;$ 15961.54
8368;piroxicam+carisoprodol+asoc.;FLEXICAMIN A;comp.x 20;Sidus;$ 9506.04;50%;$ 4753.02
50333;piroxicam+dexametasona+asoc.;FLEXICAMIN B12;iny.f.a.x 1+a.x 1;Sidus;$ 9458.72;50%;$ 4729.36
50334;piroxicam+dexametasona+asoc.;FLEXICAMIN B12;iny.f.a.x 4+a.x 4;Sidus;$ 35898.83;50%;$ 17949.42
36638;prednisolona+fenilefrina;EFECORYL FORTE;susp.oft.x 10 ml;Sidus;$ 12754.03;80%;$ 2550.81
44839;rosuvastatina;PARASUL;10 mg comp.x 28;Sidus;$ 31207.36;50%;$ 15603.68
50619;rosuvastatina;PARASUL;20 mg comp.x 28;Sidus;$ 56186.52;50%;$ 28093.26
50618;rosuvastatina;PARASUL;5 mg comp.x 28;Sidus;$ 22181.96;50%;$ 11090.98
54490;ruscogenina+hesperidina+asoc.;CYCLO 3;cáps.x 28;Sidus;$ 27758.63;50%;$ 13879.32
54491;ruscogenina+hesperidina+asoc.;CYCLO 3;cáps.x 56;Sidus;$ 46180.71;50%;$ 23090.36
39630;ruscogenina+meliloto,ext.fluido;CYCLO 3;cr.x 100;Sidus;$ 18914.55;50%;$ 9457.28
26784;serenoa repens;PERMIXON;160 mg cáps.x 30;Sidus;$ 2528.74;50%;$ 1264.37
26786;serenoa repens;PERMIXON;160 mg cáps.x 60;Sidus;$ 4379.42;50%;$ 2189.71
30511;serenoa repens;PERMIXON;320 mg cáps.x 30;Sidus;$ 51721.48;50%;$ 25860.74
41034;sildenafil;MAGNUS;100 mg comp.mast.x 10;Sidus;$ 37974.76;50%;$ 18987.38
41033;sildenafil;MAGNUS;100 mg comp.mast.x 2;Sidus;$ 7595.16;50%;$ 3797.58
28850;sildenafil;MAGNUS;100 mg comp.rec.x 10;Sidus;$ 37974.76;50%;$ 18987.38
28849;sildenafil;MAGNUS;100 mg comp.rec.x 2;Sidus;$ 7595.16;50%;$ 3797.58
28846;sildenafil;MAGNUS;25 mg comp.rec.x 10;Sidus;$ 20672.13;50%;$ 10336.07
28845;sildenafil;MAGNUS;25 mg comp.rec.x 2;Sidus;$ 4134.59;50%;$ 2067.3
43399;sildenafil;MAGNUS;25 mg comp.rec.x 30;Sidus;$ 62014.73;50%;$ 31007.37
45848;sildenafil;MAGNUS;50 mg caps.blandas x 10;Sidus;$ 2140.11;50%;$ 1070.06
45847;sildenafil;MAGNUS;50 mg caps.blandas x 2;Sidus;$ 440.61;50%;$ 220.31
37341;sildenafil;MAGNUS;50 mg comp.mast.x 10;Sidus;$ 26992.2;50%;$ 13496.1
37340;sildenafil;MAGNUS;50 mg comp.mast.x 2;Sidus;$ 5397.95;50%;$ 2698.98
37342;sildenafil;MAGNUS;50 mg comp.mast.x 20;Sidus;$ 52258.29;50%;$ 26129.15
28848;sildenafil;MAGNUS;50 mg comp.rec.x 10;Sidus;$ 26992.2;50%;$ 13496.1
28847;sildenafil;MAGNUS;50 mg comp.rec.x 2;Sidus;$ 5397.95;50%;$ 2698.98
30993;sildenafil;MAGNUS;50 mg comp.rec.x 20;Sidus;$ 52258.29;50%;$ 26129.15
51701;tadalafilo;MAGNUS 36;20 mg comp.rec.x 1;Sidus;$ 11873.35;50%;$ 5936.68
51300;tadalafilo;MAGNUS 36;20 mg comp.rec.x 10;Sidus;$ 97144.3;50%;$ 48572.15
51298;tadalafilo;MAGNUS 36;20 mg comp.rec.x 2;Sidus;$ 23171.03;50%;$ 11585.52
51299;tadalafilo;MAGNUS 36;20 mg comp.rec.x 4;Sidus;$ 45059.18;50%;$ 22529.59
51866;tadalafilo;MAGNUS 36;5 mg comp.rec.x 30;Sidus;$ 99801.78;50%;$ 49900.89
49260;tamsulosina;URIFLUX;0.4 mg cáps.x 30;Sidus;$ 42199.42;50%;$ 21099.71
5397;timolol,maleato;PROFLAX;0.25% sol.oft.x 5 ml;Sidus;$ 5923.38;80%;$ 1184.68
5398;timolol,maleato;PROFLAX;0.50% sol.oft.x 5 ml;Sidus;$ 14294.76;80%;$ 2858.95
49988;tirotricina+asoc.;SULFANORAL T;sol.x 20 ml;Sidus;$ 6310.73;50%;$ 3155.37
36291;tobramicina+dexametasona;DECADRON CON TOBRAMICINA;susp.oft.x 5 ml;Sidus;$ 11038.55;50%;$ 5519.28
49961;tramadol+paracetamol;NERVIDOL;comp.rec.x 20;Sidus;$ 47813.6;40%;$ 28688.16
8414;triac;TRIACANA;0.35 mg comp.x 100;Sidus;$ 13643.38;50%;$ 6821.69
8416;triac;TRIACANA AP;cáps.x 30;Sidus;$ 43826.65;50%;$ 21913.33
49931;vacuna oral polivalente;MEGABRON;cáps.x 12;Sidus;$ 26505.33;50%;$ 13252.67
57930;accesorio;ONE TOUCH DELICA PLUS;lancetas x 100;Sidus-Lifescan;$ 11697.81;100%;$ 0
42661;accesorio;LANCETAS ULTRA SOFT;lancetas x 100;Sidus-Lifescan;$ 12381.92;100%;$ 0
56931;accesorio;ONE TOUCH DELICA;lancetas x 100;Sidus-Lifescan;$ 1357.93;100%;$ 0
42662;accesorio;LANCETAS GENTLE;lancetas x 200;Sidus-Lifescan;$ 25900.21;100%;$ 0
32226;accesorio;LANCETAS ULTRA SOFT;lancetas x 25;Sidus-Lifescan;$ 4975.86;100%;$ 0
56514;accesorio;ONE TOUCH DELICA;lancetas x 25;Sidus-Lifescan;$ 545.71;100%;$ 0
57929;accesorio;ONE TOUCH DELICA PLUS;lancetas x 25;Sidus-Lifescan;$ 5270.08;100%;$ 0
37390;tiras reactivas;ONE TOUCH ULTRA;tiras reactivas x 25;Sidus-Lifescan;$ 32253.38;100%;$ 0
56512;tiras reactivas;ONE TOUCH SELECT PLUS;tiras reactivas x 25;Sidus-Lifescan;$ 32253.38;100%;$ 0
32224;tiras reactivas;ONE TOUCH ULTRA;tiras reactivas x 50;Sidus-Lifescan;$ 58179.32;100%;$ 0
56513;tiras reactivas;ONE TOUCH SELECT PLUS;tiras reactivas x 50;Sidus-Lifescan;$ 58179.32;100%;$ 0
53398;acenocumarol;SINTROM;1 mg comp.x 20;Siegfried;$ 3501.58;80%;$ 700.32
2232;acenocumarol;SINTROM;4 mg comp.x 20;Siegfried;$ 12063.75;80%;$ 2412.75
21646;acetilcisteína;ACEMUK;600 mg tab.eferv.x 10;Siegfried;$ 12954.23;50%;$ 6477.12
21647;acetilcisteína;ACEMUK;600 mg tab.eferv.x 20;Siegfried;$ 21053.54;50%;$ 10526.77
43208;acetilcisteína;ACEMUK;600 mg tab.eferv.x 5;Siegfried;$ 10009.76;50%;$ 5004.88
45711;acetilcisteína;ACEMUK;600 mg tab.eferv.x 60;Siegfried;$ 55788.27;50%;$ 27894.14
45712;acetilcisteína;ACEMUK;600 mg tab.eferv.x 90;Siegfried;$ 26513.18;50%;$ 13256.59
44683;acetilcisteína+paracet.+asoc.;ACEMUK DIA Y NOCHE;comp.eferv.x 16;Siegfried;$ 13376.57;50%;$ 6688.29
41877;acetilcisteína+tirotricina+asoc.;ACEMUK L;comp.x 20;Siegfried;$ 10222.17;50%;$ 5111.09
28987;aciclovir;ACERPES;400 mg comp.x 20;Siegfried;$ 14515.18;60%;$ 5806.07
28983;aciclovir;ACERPES;800 mg comp.x 20;Siegfried;$ 26631.85;60%;$ 10652.74
31894;alendronato;ALENATO;70 mg comp.x 4;Siegfried;$ 11278.38;60%;$ 4511.35
29561;alendronato;ALENATO;70 mg comp.x 8;Siegfried;$ 20352.75;60%;$ 8141.1
44167;allopurinol;COLPURIL A RETARD;cáps.c/microgranulosx 50;Siegfried;$ 14367.16;60%;$ 5746.86
6445;allopurinol+colchicina;COLPURIL;100 mg comp.rec.x 20;Siegfried;$ 4725.6;60%;$ 1890.24
6449;allopurinol+colchicina;COLPURIL 300 RETARD;cáps.lib.prol.x 20;Siegfried;$ 14709.28;60%;$ 5883.71
6450;allopurinol+colchicina;COLPURIL 300 RETARD;cáps.lib.prol.x 50;Siegfried;$ 21848.87;60%;$ 8739.55
36792;alprazolam;EMERAL;0.5 mg comp.x 30;Siegfried;$ 4224.71;50%;$ 2112.36
32880;alprazolam;EMERAL;0.5 mg comp.x 50;Siegfried;$ 6104.4;50%;$ 3052.2
36793;alprazolam;EMERAL;1 mg comp.x 30;Siegfried;$ 6508.42;50%;$ 3254.21
32882;alprazolam;EMERAL;1 mg comp.x 50;Siegfried;$ 9941.47;50%;$ 4970.74
36794;alprazolam;EMERAL;2 mg comp.x 30;Siegfried;$ 9780.91;50%;$ 4890.46
32884;alprazolam;EMERAL;2 mg comp.x 50;Siegfried;$ 15134.33;50%;$ 7567.17
40996;aluminio,hidr.+magn.hidr.+simet.;ACI-TIP;comp.mast.x 10;Siegfried;$ 1160.24;40%;$ 696.14
40997;aluminio,hidr.+magn.hidr.+simet.;ACI-TIP;comp.mast.x 50;Siegfried;$ 5221.06;40%;$ 3132.64
13688;amlodipina;TERLOC;10 mg comp.x 30;Siegfried;$ 27012.3;60%;$ 10804.92
46982;amlodipina;TERLOC;10 mg comp.x 60;Siegfried;$ 49149.27;60%;$ 19659.71
13687;amlodipina;TERLOC;5 mg comp.x 30;Siegfried;$ 14996.97;60%;$ 5998.79
46981;amlodipina;TERLOC;5 mg comp.x 60;Siegfried;$ 29755.55;60%;$ 11902.22
24049;amlodipina+benazepril;TERLOC DUO;2.5/10 mg cáps.x 30;Siegfried;$ 17569.39;50%;$ 8784.7
24050;amlodipina+benazepril;TERLOC DUO;5/10 mg cáps.x 30;Siegfried;$ 23555.93;50%;$ 11777.97
24051;amlodipina+benazepril;TERLOC DUO;5/20 mg cáps.x 30;Siegfried;$ 33032.87;50%;$ 16516.44
486;amoxicilina;GRINSIL;500 mg comp.x 16;Siegfried;$ 5769.68;60%;$ 2307.87
36184;amoxicilina;GRINSIL;500 mg comp.x 21;Siegfried;$ 6060.18;60%;$ 2424.07
2999;amoxicilina;GRINSIL;500 mg susp.x 120 ml;Siegfried;$ 9644.14;60%;$ 3857.66
40060;amoxicilina;GRINSIL DUO;875 mg comp.x 14;Siegfried;$ 8625.91;60%;$ 3450.36
40035;amoxicilina+acetilcisteína;ACEMUK BIOTIC DUO;comp.rec.x 14;Siegfried;$ 15151;50%;$ 7575.5
41652;amoxicilina+ambroxol;GRINSIL RESPIRATORIO DUO;875/60 mg comp.x 14;Siegfried;$ 14415.97;50%;$ 7207.99
38607;amoxicilina+clavulánico,ác.;GRINSIL CLAV DUO 875;875 mg comp.x 14;Siegfried;$ 19634.92;60%;$ 7853.97
34027;antipirina+sodio,carbonato+asoc.;CEROSPORIN;gts.óticas x 10 ml;Siegfried;$ 6465.33;50%;$ 3232.67
34275;aripiprazol;GROVEN;10 mg comp.x 30;Siegfried;$ 6977.18;50%;$ 3488.59
34276;aripiprazol;GROVEN;15 mg comp.x 15;Siegfried;$ 5369.47;50%;$ 2684.74
34277;aripiprazol;GROVEN;15 mg comp.x 30;Siegfried;$ 10178.27;50%;$ 5089.14
34278;aripiprazol;GROVEN;20 mg comp.x 15;Siegfried;$ 6977.18;50%;$ 3488.59
24743;atenolol;ATEL;50 mg comp.x 30;Siegfried;$ 833.79;80%;$ 166.76
43818;azitromicina;MACROMAX PEDIATRICO;200 mg/5 ml susp.x 30 ml;Siegfried;$ 14785.88;60%;$ 5914.35
17244;azitromicina;MACROMAX;500 mg comp.x 3;Siegfried;$ 9561.69;60%;$ 3824.68
26140;azitromicina;MACROMAX;500 mg comp.x 6;Siegfried;$ 12932.91;60%;$ 5173.16
12091;betametasona+salicílico,ác.;MAXISALIC;ung.x 30 g;Siegfried;$ 13746.07;50%;$ 6873.04
29046;bezafibrato;BEZACUR;rtd.400 mg comp.x 30;Siegfried;$ 25133.24;60%;$ 10053.3
37069;calcio;CALCIO BASE DUPOMAR FORTE;1 g comp.mast.x 60;Siegfried;$ 5413.33;40%;$ 3248
36214;calcio,carbonato;CALCIO BASE DUPOMAR;comp.x 30;Siegfried;$ 10254.2;60%;$ 4101.68
7847;calcio,carbonato;CALCIO BASE DUPOMAR;comp.x 60;Siegfried;$ 17707.54;60%;$ 7083.02
36216;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D3 200;comp.x 30;Siegfried;$ 9422.36;40%;$ 5653.42
36217;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D3 400;comp.x 30;Siegfried;$ 11603.34;40%;$ 6962
36215;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D;comp.x 30;Siegfried;$ 9191.45;40%;$ 5514.87
26499;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D3 200;comp.x 60;Siegfried;$ 15171.69;40%;$ 9103.01
17764;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D;comp.x 60;Siegfried;$ 15501.39;40%;$ 9300.83
26500;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D3 400;comp.x 60;Siegfried;$ 17304.79;40%;$ 10382.87
35846;calcio,citrato+vit.d3;CITRAMAR D 200;comp.x 30;Siegfried;$ 8563.61;40%;$ 5138.17
35847;calcio,citrato+vit.d3;CITRAMAR D 400;comp.x 30;Siegfried;$ 10176.75;40%;$ 6106.05
25681;calcio,citrato+vit.d3;CITRAMAR D 400;comp.x 60;Siegfried;$ 17347.27;40%;$ 10408.36
24005;calcio,citrato+vit.d3;CITRAMAR D 200;comp.x 60;Siegfried;$ 15958.21;40%;$ 9574.93
54009;calcio,lactogluconato+calcio,car;CALCIO BASE EFERVESCENTE;comp.eferv.x 30;Siegfried;$ 12610.3;40%;$ 7566.18
7483;calcitriol;CALCITRIOL;0.25 mcg cáps.x 30;Siegfried;$ 18539.23;60%;$ 7415.69
44591;carvedilol;DILATREND AP;10 mg cáps.x 30;Siegfried;$ 10820.01;60%;$ 4328
18289;carvedilol;DILATREND;12.5 mg comp.ran.x 28;Siegfried;$ 11780.43;60%;$ 4712.17
53951;carvedilol;DILATREND;12.5 mg comp.ran.x 30;Siegfried;$ 12306.02;60%;$ 4922.41
45851;carvedilol;DILATREND;12.5 mg comp.ran.x 56;Siegfried;$ 16401.92;60%;$ 6560.77
44592;carvedilol;DILATREND AP;20 mg cáps.x 30;Siegfried;$ 16491.95;60%;$ 6596.78
10556;carvedilol;DILATREND;25 mg comp.ran.x 28;Siegfried;$ 13868.12;60%;$ 5547.25
53952;carvedilol;DILATREND;25 mg comp.ran.x 30;Siegfried;$ 14363.6;60%;$ 5745.44
45852;carvedilol;DILATREND;25 mg comp.ran.x 56;Siegfried;$ 20846.55;60%;$ 8338.62
45075;carvedilol;DILATREND;3.125 mg comp.ran.x 28;Siegfried;$ 5052.68;60%;$ 2021.07
53949;carvedilol;DILATREND;3.125 mg comp.ran.x 30;Siegfried;$ 5226.6;60%;$ 2090.64
44593;carvedilol;DILATREND AP;40 mg cáps.x 30;Siegfried;$ 21375.27;60%;$ 8550.11
43438;carvedilol;DILATREND;50 mg comp.ran.x 28;Siegfried;$ 18121.97;60%;$ 7248.79
18961;carvedilol;DILATREND;6.25 mg comp.ran.x 28;Siegfried;$ 9196.53;60%;$ 3678.61
53950;carvedilol;DILATREND;6.25 mg comp.ran.x 30;Siegfried;$ 9544.62;60%;$ 3817.85
45850;carvedilol;DILATREND;6.25 mg comp.ran.x 56;Siegfried;$ 12060.67;60%;$ 4824.27
44594;carvedilol;DILATREND AP;80 mg cáps.x 30;Siegfried;$ 25409.29;60%;$ 10163.72
45076;carvedilol+hidroclorotiazida;DILATREND D;25/12.5 mg comp.ran.x 28;Siegfried;$ 14958.78;50%;$ 7479.39
5535;cefadroxilo;CEFACAR;1000 mg comp.x 16;Siegfried;$ 30683.79;60%;$ 12273.52
429;cefadroxilo;CEFACAR;1000 mg comp.x 8;Siegfried;$ 15778.21;60%;$ 6311.28
428;cefadroxilo;CEFACAR;500 mg comp.x 16;Siegfried;$ 17555.63;60%;$ 7022.25
427;cefadroxilo;CEFACAR;500 mg comp.x 8;Siegfried;$ 9119.83;60%;$ 3647.93
41603;cefalexina;CEFALEXINA ARGENTIA DUO;1 g comp. x 14;Siegfried;$ 20065.32;60%;$ 8026.13
437;cefalexina;CEFALEXINA ARGENTIA DUO;1 g comp. x 16;Siegfried;$ 19659.59;60%;$ 7863.84
435;cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 16;Siegfried;$ 10355.43;60%;$ 4142.17
13167;cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 24;Siegfried;$ 13800.22;60%;$ 5520.09
32068;cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 8;Siegfried;$ 5964.12;60%;$ 2385.65
5605;cefalexina;CEFALEXINA ARGENTIA;500 mg susp.x 120 ml;Siegfried;$ 13195.17;60%;$ 5278.07
5601;cefalexina;CEFALEXINA ARGENTIA;500 mg susp.x 90 ml;Siegfried;$ 10399.22;60%;$ 4159.69
41604;cefalexina;CEFALEXINA ARGENTIA DUO;750 mg susp.x 90 ml;Siegfried;$ 11986.83;60%;$ 4794.73
48516;ceftriaxona;ACANTEX;1 g IM f.a.x 1;Siegfried;$ 21256.13;60%;$ 8502.45
48556;ceftriaxona;ACANTEX;1 g IV f.a.x 1;Siegfried;$ 14896.7;60%;$ 5958.68
48557;ceftriaxona;ACANTEX;2 g IV f.a.x 1;Siegfried;$ 29311.7;60%;$ 11724.68
48555;ceftriaxona;ACANTEX;500 mg IM f.a.x 1;Siegfried;$ 8392.39;60%;$ 3356.96
56957;cetirizina;ALIDIAL;comp.rec.x 10;Siegfried;$ 8060.57;40%;$ 4836.34
56958;cetirizina;ALIDIAL;comp.rec.x 30;Siegfried;$ 15715.32;40%;$ 9429.19
6335;ciprofloxacina;ARGEFLOX;500 mg comp.x 10;Siegfried;$ 15500.77;60%;$ 6200.31
25748;ciprofloxacina;ARGEFLOX;500 mg comp.x 20;Siegfried;$ 28141.04;60%;$ 11256.42
22402;cistina+asoc.;MEGAPLUS;sob.monodosis x 30;Siegfried;$ 30069.61;40%;$ 18041.77
39783;claritromicina;QUOTAL;125 mg/5 ml susp.x 70 ml;Siegfried;$ 11440.84;60%;$ 4576.34
39784;claritromicina;QUOTAL;250 mg/5 ml susp.x 70 ml;Siegfried;$ 24159.23;60%;$ 9663.69
39782;claritromicina;QUOTAL;500 mg comp.rec.x 16;Siegfried;$ 26193.3;60%;$ 10477.32
39976;claritromicina;QUOTAL UD;comp.rec.acc.prol.x 8;Siegfried;$ 14054.5;60%;$ 5621.8
53412;claritromicina+ambroxol;QUOTAL MUC;500/60 mg comp.rec.x 16;Siegfried;$ 28405.62;50%;$ 14202.81
1287;clindamicina;CLINTOPIC;loc.x 30 ml;Siegfried;$ 2846.91;60%;$ 1138.76
44511;clobetasol;CLOBESOL;cr.x 20 g;Siegfried;$ 7451.52;50%;$ 3725.76
12085;clobetasol;CLOBESOL;cr.x 30 g;Siegfried;$ 11154.33;50%;$ 5577.17
48213;clobetasol;CLOBESOL;espuma x 100 g;Siegfried;$ 25703.13;50%;$ 12851.57
1288;clobetasol;CLOBESOL;ung.x 15 g;Siegfried;$ 6174.1;50%;$ 3087.05
1669;clobetasona;EUMOVATE;cr.x 15 g;Siegfried;$ 1620.6;50%;$ 810.3
20139;clotrimazol;IKOLAN;1% cr.x 25 g;Siegfried;$ 2516.44;40%;$ 1509.86
2042;clotrimazol;MICOMAZOL;cr.derm.x 30 g;Siegfried;$ 11009.14;40%;$ 6605.48
45410;condroitín,sulfato+glucosamina;GLUCO ARRUMALON DUO;cáps.x 60;Siegfried;$ 27840.6;50%;$ 13920.3
38674;condroitín,sulfato+glucosamina;GLUCO ARRUMALON DUO;sob.x 30;Siegfried;$ 48103.24;50%;$ 24051.62
35740;desloratadina;HEXALER;5 mg comp.rec.x 14;Siegfried;$ 11524.93;40%;$ 6914.96
35739;desloratadina;HEXALER;5 mg comp.rec.x 7;Siegfried;$ 6477.23;40%;$ 3886.34
35738;desloratadina;HEXALER;jbe.x 60 ml;Siegfried;$ 10843.69;40%;$ 6506.21
42348;desloratadina+betametasona;HEXALER CORT;comp.rec.x 10;Siegfried;$ 10506.43;40%;$ 6303.86
42349;desloratadina+betametasona;HEXALER CORT;jbe.x 60 ml;Siegfried;$ 12469.22;40%;$ 7481.53
41724;desloratadina+pseudoefedrina;HEXALER PLUS;cáps.lib.prol.x 10;Siegfried;$ 9552.6;40%;$ 5731.56
28402;dexketoprofeno;ENANTYUM;25 mg comp.x 20;Siegfried;$ 14604.58;50%;$ 7302.29
29099;dexketoprofeno;ENANTYUM;25 mg comp.x 40;Siegfried;$ 24498.25;50%;$ 12249.13
33647;dexketoprofeno;ENANTYUM;50 mg/2 ml iny.a.x 6;Siegfried;$ 17946.33;50%;$ 8973.17
30573;dexketoprofeno;ENANTYUM;gel x 60 g;Siegfried;$ 12787.89;50%;$ 6393.95
26975;diazepam;VALIUM;10 mg a.x 5 x 2 ml;Siegfried;$ 10910.65;50%;$ 5455.33
18322;diazepam;VALIUM;10 mg comp.x 30;Siegfried;$ 8835.68;50%;$ 4417.84
4661;diazepam;VALIUM;10 mg comp.x 50;Siegfried;$ 12981.27;50%;$ 6490.64
7570;diazepam;VALIUM;5 mg comp.x 20;Siegfried;$ 3771.58;50%;$ 1885.79
17548;diazepam;VALIUM;5 mg comp.x 30;Siegfried;$ 6699.27;50%;$ 3349.64
18744;diazepam;VALIUM;5 mg comp.x 60;Siegfried;$ 9983.43;50%;$ 4991.72
14269;diclofenac potásico;VESALION;75 mg iny.a.x 6 x 3 ml;Siegfried;$ 15725.93;40%;$ 9435.56
26137;diclofenac potásico+paracetamol;VESALION GESIC;comp.x 15;Siegfried;$ 10571.46;40%;$ 6342.88
28487;diclofenac sódico;DICLAC;150 mg comp.rapirtd.x 10;Siegfried;$ 11733.3;40%;$ 7039.98
28825;diclofenac sódico;DICLAC;150 mg comp.rapirtd.x 20;Siegfried;$ 22997.59;40%;$ 13798.55
34226;diclofenac sódico;DICLAC;150 mg comp.rapirtd.x 5;Siegfried;$ 2710.79;40%;$ 1626.47
29518;diclofenac sódico;DICLAC;75 mg comp.rapirtd.x 10;Siegfried;$ 3029.69;40%;$ 1817.81
29519;diclofenac sódico;DICLAC;75 mg comp.rapirtd.x 20;Siegfried;$ 5041.83;40%;$ 3025.1
30268;diclofenac sódico;VESALION;75 mg comp.x 15;Siegfried;$ 17452.47;40%;$ 10471.48
14266;diclofenac sódico;VESALION;75 mg comp.x 30;Siegfried;$ 31355.79;40%;$ 18813.47
18539;diclofenac+pridinol;VESALION FLEX;comp.x 30;Siegfried;$ 13034.32;40%;$ 7820.59
14271;diclofenac+vit.b12+betametasona;VESALION B12;comp.x 15;Siegfried;$ 18435.03;40%;$ 11061.02
39828;diclofenac+vit.b12+betametasona;VESALION B12;iny.x 3;Siegfried;$ 15828.53;40%;$ 9497.12
48618;diosmina+hesperidina micronizada;JATAMANSIN PLUS;comp.x 30;Siegfried;$ 23010.22;40%;$ 13806.13
48619;diosmina+hesperidina micronizada;JATAMANSIN PLUS;comp.x 60;Siegfried;$ 44599.79;40%;$ 26759.87
12102;domperidona+bromazepam+simetic.;VEGESTABIL DIGEST;comp.x 20;Siegfried;$ 13460.75;50%;$ 6730.38
13318;domperidona+bromazepam+simetic.;VEGESTABIL DIGEST;comp.x 50;Siegfried;$ 29674.66;50%;$ 14837.33
23502;doxiciclina;DOXIBIOT;100 mg comp.x 10;Siegfried;$ 1858.83;60%;$ 743.53
23503;doxiciclina;DOXIBIOT;100 mg comp.x 20;Siegfried;$ 3723.34;60%;$ 1489.34
10626;enalapril;KINFIL;10 mg comp.x 30;Siegfried;$ 7989.27;80%;$ 1597.85
10627;enalapril;KINFIL;10 mg comp.x 60;Siegfried;$ 15122.66;80%;$ 3024.53
10628;enalapril;KINFIL;20 mg comp.x 30;Siegfried;$ 9846.72;80%;$ 1969.34
10629;enalapril;KINFIL;20 mg comp.x 60;Siegfried;$ 19798.93;80%;$ 3959.79
10624;enalapril;KINFIL;5 mg comp.x 30;Siegfried;$ 5300.61;80%;$ 1060.12
10625;enalapril;KINFIL;5 mg comp.x 60;Siegfried;$ 10332.14;80%;$ 2066.43
10630;enalapril+hidroclorotiazida;KINFIL D;10/25 mg comp.x 30;Siegfried;$ 12260.02;80%;$ 2452
3386;ergotamina+cafeína+asoc.;TETRALGIN;comp.x 100;Siegfried;$ 42813.3;50%;$ 21406.65
2424;ergotamina+cafeína+asoc.;TETRALGIN NOVO;comp.x 20;Siegfried;$ 9751.32;50%;$ 4875.66
6032;ergotamina+cafeína+asoc.;TETRALGIN;comp.x 20;Siegfried;$ 9539.32;50%;$ 4769.66
2425;ergotamina+cafeína+asoc.;TETRALGIN NOVO;comp.x 40;Siegfried;$ 18210.23;50%;$ 9105.12
